0,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
1,0.000000,0.019875,-0.017380,0.000000,0.013213,-0.015708
2,0.000000,0.039750,-0.034761,0.000000,0.026426,-0.031416
3,0.000000,0.059625,-0.052141,0.000000,0.039640,-0.047124
4,0.000000,0.079500,-0.069521,0.000000,0.052853,-0.062832
5,0.000000,0.099375,-0.086902,0.000000,0.066066,-0.078540
6,0.000000,0.119251,-0.104282,0.000000,0.079279,-0.094248
7,0.000000,0.139126,-0.121662,0.000000,0.092493,-0.109956
8,0.000000,0.159001,-0.139043,0.000000,0.105706,-0.125664
9,0.000000,0.178876,-0.156423,0.000000,0.118919,-0.141372
10,0.000000,0.198751,-0.173804,0.000000,0.132132,-0.157080
11,0.000000,0.218626,-0.191184,0.000000,0.145346,-0.172788
12,0.000000,0.238501,-0.208564,0.000000,0.158559,-0.188496
13,0.000000,0.258376,-0.225945,0.000000,0.171772,-0.204204
14,0.000000,0.278251,-0.243325,0.000000,0.184985,-0.219911
15,0.000000,0.298126,-0.260705,0.000000,0.198198,-0.235619
16,0.000000,0.318001,-0.278086,0.000000,0.211412,-0.251327
17,0.000000,0.337877,-0.295466,0.000000,0.224625,-0.267035
18,0.000000,0.357752,-0.312846,0.000000,0.237838,-0.282743
19,0.000000,0.377627,-0.330227,0.000000,0.251051,-0.298451
20,0.000000,0.397502,-0.347607,0.000000,0.264265,-0.314159
21,0.000000,0.417377,-0.364987,0.000000,0.277478,-0.329867
22,0.000000,0.437252,-0.382368,0.000000,0.290691,-0.345575
23,0.000000,0.457127,-0.399748,0.000000,0.303904,-0.361283
24,0.000000,0.477002,-0.417129,0.000000,0.317118,-0.376991
25,0.000000,0.496877,-0.434509,0.000000,0.330331,-0.392699
26,0.000000,0.516752,-0.451889,0.000000,0.343544,-0.408407
27,0.000000,0.536627,-0.469270,0.000000,0.356757,-0.424115
28,0.000000,0.556502,-0.486650,0.000000,0.369970,-0.439823
29,0.000000,0.576378,-0.504030,0.000000,0.383184,-0.455531
30,0.000000,0.596253,-0.521411,0.000000,0.396397,-0.471239
31,0.000000,0.616128,-0.538791,0.000000,0.409610,-0.486947
32,0.000000,0.636003,-0.556171,0.000000,0.422823,-0.502655
33,0.000000,0.655878,-0.573552,0.000000,0.436037,-0.518363
34,0.000000,0.675753,-0.590932,0.000000,0.449250,-0.534071
35,0.000000,0.695628,-0.608312,0.000000,0.462463,-0.549779
36,0.000000,0.715503,-0.625693,0.000000,0.475676,-0.565487
37,0.000000,0.735378,-0.643073,0.000000,0.488889,-0.581195
38,0.000000,0.755253,-0.660453,0.000000,0.502103,-0.596903
39,0.000000,0.775128,-0.677834,0.000000,0.515316,-0.612611
40,0.000000,0.795004,-0.695214,0.000000,0.528529,-0.628319
41,0.000000,0.814879,-0.712595,0.000000,0.541742,-0.644026
42,0.000000,0.834754,-0.729975,0.000000,0.554956,-0.659734
43,0.000000,0.854629,-0.747355,0.000000,0.568169,-0.675442
44,0.000000,0.874504,-0.764736,0.000000,0.581382,-0.691150
45,0.000000,0.894379,-0.782116,0.000000,0.594595,-0.706858
46,0.000000,0.914254,-0.799496,0.000000,0.607809,-0.722566
47,0.000000,0.934129,-0.816877,0.000000,0.621022,-0.738274
48,0.000000,0.954004,-0.834257,0.000000,0.634235,-0.753982
49,0.000000,0.973879,-0.851637,0.000000,0.647448,-0.769690
50,0.000000,0.993754,-0.869018,0.000000,0.660661,-0.785398
51,0.000000,1.013630,-0.886398,0.000000,0.673875,-0.801106
52,0.000000,1.033505,-0.903778,0.000000,0.687088,-0.816814
53,0.000000,1.053380,-0.921159,0.000000,0.700301,-0.832522
54,0.000000,1.073255,-0.938539,0.000000,0.713514,-0.848230
