0	1.35471e-05	2.70942e-05	0	4.06413e-05	5.41884e-05	6.77355e-05	8.12826e-05
0.1	0.000105106	0.000210212	0	0.000315319	0.000420425	0.000525531	0.000630637
0.2	0.000343876	0.000687752	0	0.00103163	0.0013755	0.00171938	0.00206326
0.3	0.000789807	0.00157961	0	0.00236942	0.00315923	0.00394904	0.00473884
0.4	0.001494	0.002988	0	0.00448201	0.00597601	0.00747001	0.00896401
0.5	0.00249912	0.00499824	0	0.00749736	0.00999648	0.0124956	0.0149947
0.6	0.00383978	0.00767955	0	0.0115193	0.0153591	0.0191989	0.0230387
0.7	0.00554295	0.0110859	0	0.0166288	0.0221718	0.0277147	0.0332577
0.8	0.00762837	0.0152567	0	0.0228851	0.0305135	0.0381419	0.0457702
0.9	0.0101089	0.0202179	0	0.0303268	0.0404358	0.0505447	0.0606537
1	0.0129911	0.0259823	0	0.0389734	0.0519646	0.0649557	0.0779469
1.1	0.0162754	0.0325508	0	0.0488262	0.0651016	0.081377	0.0976524
1.2	0.0199565	0.039913	0	0.0598696	0.0798261	0.0997826	0.119739
1.3	0.0240241	0.0480482	0	0.0720722	0.0960963	0.12012	0.144144
1.4	0.0284628	0.0569257	0	0.0853885	0.113851	0.142314	0.170777
1.5	0.0332531	0.0665062	0	0.0997593	0.133012	0.166266	0.199519
1.6	0.0383712	0.0767424	0	0.115114	0.153485	0.191856	0.230227
1.7	0.0437898	0.0875797	0	0.13137	0.175159	0.218949	0.262739
1.8	0.0494785	0.0989569	0	0.148435	0.197914	0.247392	0.296871
1.9	0.0554037	0.110807	0	0.166211	0.221615	0.277019	0.332422
2	0.0615299	0.12306	0	0.18459	0.24612	0.307649	0.369179
2.1	0.0678192	0.135638	0	0.203458	0.271277	0.339096	0.406915
2.2	0.0742322	0.148464	0	0.222697	0.296929	0.371161	0.445393
2.3	0.0807285	0.161457	0	0.242185	0.322914	0.403642	0.484371
2.4	0.0872665	0.174533	0	0.261799	0.349066	0.436332	0.523599
2.5	0.0938045	0.187609	0	0.281413	0.375218	0.469022	0.562827
2.6	0.100301	0.200601	0	0.300902	0.401203	0.501503	0.601804
2.7	0.106714	0.213427	0	0.320141	0.426855	0.533569	0.640282
2.8	0.113003	0.226006	0	0.339009	0.452012	0.565015	0.678018
2.9	0.119129	0.238258	0	0.357388	0.476517	0.595646	0.714775
3	0.125054	0.250109	0	0.375163	0.500218	0.625272	0.750327
3.1	0.130743	0.261486	0	0.392229	0.522972	0.653715	0.784459
3.2	0.136162	0.272323	0	0.408485	0.544647	0.680809	0.81697
3.3	0.14128	0.28256	0	0.423839	0.565119	0.706399	0.847679
3.4	0.14607	0.29214	0	0.43821	0.58428	0.73035	0.876421
3.5	0.150509	0.301018	0	0.451527	0.602035	0.752544	0.903053
3.6	0.154576	0.309153	0	0.463729	0.618306	0.772882	0.927458
3.7	0.158258	0.316515	0	0.474773	0.63303	0.791288	0.949545
3.8	0.161542	0.323084	0	0.484625	0.646167	0.807709	0.969251
3.9	0.164424	0.328848	0	0.493272	0.657696	0.82212	0.986544
4	0.166905	0.333809	0	0.500714	0.667618	0.834523	1.00143
4.1	0.16899	0.33798	0	0.50697	0.67596	0.84495	1.01394
4.2	0.170693	0.341386	0	0.512079	0.682773	0.853466	1.02416
4.3	0.172034	0.344068	0	0.516101	0.688135	0.860169	1.0322
4.4	0.173039	0.346078	0	0.519117	0.692156	0.865195	1.03823
4.5	0.173743	0.347486	0	0.521229	0.694972	0.868716	1.04246
4.6	0.174189	0.348378	0	0.522567	0.696756	0.870945	1.04513
4.7	0.174428	0.348856	0	0.523283	0.697711	0.872139	1.04657
4.8	0.174519	0.349039	0	0.523558	0.698078	0.872597	1.04712
4.9	0.174533	0.349066	0	0.523599	0.698132	0.872665	1.0472
5	0.174547	0.349095	0	0.523642	0.698189	0.872737	1.04728
