0	-0.377249	1.5302	0	-1.27653	0.388519	1.33532	-1.66601
0.1	-0.377247	1.53168	0	-1.27807	0.388512	1.33537	-1.66598
0.2	-0.377224	1.53555	0	-1.28209	0.388475	1.33551	-1.66592
0.3	-0.377117	1.54276	0	-1.28957	0.388341	1.33575	-1.66579
0.4	-0.376777	1.55413	0	-1.30135	0.387956	1.3361	-1.66555
0.5	-0.375929	1.57031	0	-1.31808	0.387038	1.33652	-1.66513
0.6	-0.374134	1.59179	0	-1.34022	0.385143	1.33696	-1.66445
0.7	-0.370761	1.61886	0	-1.36799	0.381627	1.3373	-1.66338
0.8	-0.364969	1.65154	0	-1.40136	0.375637	1.33742	-1.66175
0.9	-0.35571	1.68955	0	-1.43996	0.366108	1.33713	-1.65934
1	-0.341747	1.73224	0	-1.48304	0.351776	1.33628	-1.65588
1.1	-0.321708	1.77846	0	-1.52937	0.331229	1.33474	-1.65105
1.2	-0.294168	1.82647	0	-1.5772	0.302994	1.33244	-1.64447
1.3	-0.257808	1.87389	0	-1.62416	0.265684	1.32949	-1.63573
1.4	-0.211646	1.9176	0	-1.66731	0.218241	1.32621	-1.62445
1.5	-0.15536	1.95386	0	-1.70317	0.160289	1.32319	-1.6104
1.6	-0.089684	1.97851	0	-1.72793	0.0925591	1.32124	-1.59372
1.7	-0.0167388	1.98746	0	-1.73785	0.0172741	1.32122	-1.57506
1.8	0.0598826	1.97735	0	-1.72976	-0.0617613	1.32366	-1.55567
1.9	0.135456	1.94627	0	-1.70165	-0.13956	1.32846	-1.5371
2	0.204867	1.89421	0	-1.65303	-0.210797	1.33475	-1.5208
2.1	0.263457	1.82307	0	-1.58503	-0.270739	1.34112	-1.50769
2.2	0.307619	1.73628	0	-1.50024	-0.315828	1.34603	-1.49809
2.3	0.334969	1.63827	0	-1.4023	-0.34379	1.34818	-1.49192
2.4	0.344219	1.53396	0	-1.2956	-0.353431	1.34666	-1.48898
2.5	0.334969	1.42853	0	-1.18502	-0.344376	1.34106	-1.4893
2.6	0.307619	1.32723	0	-1.07587	-0.316954	1.33147	-1.4932
2.7	0.263457	1.23529	0	-0.973928	-0.272275	1.31865	-1.50125
2.8	0.204867	1.1578	0	-0.885373	-0.212482	1.3042	-1.51402
2.9	0.135456	1.09931	0	-0.816392	-0.140992	1.29054	-1.53156
3	0.0598826	1.06312	0	-0.772144	-0.0625036	1.28036	-1.55288
3.1	-0.0167388	1.05037	0	-0.755169	0.0174955	1.27563	-1.57589
3.2	-0.089684	1.05947	0	-0.764168	0.0937185	1.27671	-1.59803
3.3	-0.15536	1.08646	0	-0.794373	0.162114	1.28233	-1.61729
3.4	-0.211646	1.12623	0	-0.839318	0.220382	1.29046	-1.6327
3.5	-0.257808	1.1737	0	-0.892664	0.267848	1.29929	-1.64427
3.6	-0.294168	1.22454	0	-0.949206	0.304992	1.30758	-1.65253
3.7	-0.321708	1.27537	0	-1.0051	0.332964	1.31471	-1.65817
3.8	-0.341747	1.32374	0	-1.0577	0.353213	1.32049	-1.66186
3.9	-0.35571	1.36797	0	-1.10534	0.367251	1.32496	-1.66415
4	-0.364969	1.40703	0	-1.14704	0.376511	1.32829	-1.66545
4.1	-0.370761	1.44036	0	-1.18238	0.382266	1.33071	-1.66611
4.2	-0.374134	1.46781	0	-1.21132	0.385587	1.3324	-1.66636
4.3	-0.375929	1.4895	0	-1.23407	0.387329	1.33356	-1.66638
4.4	-0.376777	1.50578	0	-1.2511	0.388129	1.33433	-1.66629
4.5	-0.377117	1.51719	0	-1.263	0.388433	1.33482	-1.66618
4.6	-0.377224	1.52441	0	-1.27052	0.388515	1.3351	-1.66609
4.7	-0.377247	1.52828	0	-1.27454	0.388524	1.33525	-1.66604
4.8	-0.377249	1.52976	0	-1.27608	0.388521	1.3353	-1.66601
4.9	-0.377249	1.52998	0	-1.27631	0.38852	1.33531	-1.66601
5	-0.377249	1.53021	0	-1.27655	0.388519	1.33532	-1.66601
