0	0.0541884	9.9103e-07	1317
0.1	0.420425	5.96555e-05	1317
0.2	1.3755	0.000638554	1317
0.3	3.15921	0.00336848	1316.99
0.4	5.97591	0.0120528	1316.98
0.5	9.99603	0.0337248	1316.94
0.6	15.3575	0.0796091	1316.85
0.7	22.1669	0.165877	1316.68
0.8	30.5008	0.314115	1316.39
0.9	40.4064	0.551455	1315.94
1	51.9022	0.910333	1315.25
1.1	64.979	1.42788	1314.25
1.2	79.6003	2.14492	1312.87
1.3	95.7027	3.10468	1311.02
1.4	113.198	4.35117	1308.61
1.5	131.972	5.92735	1305.57
1.6	151.889	7.87314	1301.81
1.7	172.792	10.2235	1297.26
1.8	194.508	13.0064	1291.87
1.9	216.848	16.241	1285.6
2	239.613	19.9364	1278.42
2.1	262.6	24.0904	1270.33
2.2	285.602	28.6888	1261.35
2.3	308.419	33.7056	1251.53
2.4	330.856	39.1028	1240.94
2.5	352.733	44.8321	1229.66
2.6	373.886	50.8357	1217.8
2.7	394.17	57.048	1205.48
2.8	413.464	63.398	1192.83
2.9	431.666	69.8113	1180.01
3	448.701	76.212	1167.16
3.1	464.515	82.5253	1154.42
3.2	479.076	88.6791	1141.96
3.3	492.372	94.6059	1129.89
3.4	504.41	100.244	1118.36
3.5	515.209	105.54	1107.49
3.6	524.803	110.446	1097.37
3.7	533.235	114.927	1088.09
3.8	540.557	118.953	1079.72
3.9	546.825	122.507	1072.31
4	552.102	125.579	1065.88
4.1	556.455	128.17	1060.44
4.2	559.952	130.292	1055.98
4.3	562.669	131.965	1052.46
4.4	564.685	133.222	1049.81
4.5	566.087	134.103	1047.95
4.6	566.97	134.661	1046.77
4.7	567.441	134.96	1046.13
4.8	567.622	135.075	1045.89
4.9	567.648	135.092	1045.85
5	567.677	135.11	1045.82
